,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,
1886,1,6,0,2,6,2,3,9,2,18,16,ikigai
1887,2,0,2,0,0,1,0,3,2,4,2,ikigai
1888,0,0,0,0,1,0,0,3,0,6,6,ikigai
1889,0,0,0,0,0,0,0,1,0,5,5,ikigai
1890,0,3,0,0,2,1,2,5,1,6,5,ikigai
1891,0,4,0,0,3,0,1,5,0,9,9,ikigai
1892,0,1,0,1,4,1,1,8,2,8,6,ikigai
1893,0,1,0,0,1,0,0,2,0,5,5,ikigai
1894,0,0,0,0,0,0,0,0,0,0,0,ikigai
1895,0,1,0,1,2,1,1,1,0,3,3,ikigai
1896,0,2,0,0,1,0,0,0,0,2,2,ikigai
1897,1,6,0,2,4,0,1,3,2,11,9,ikigai
1898,0,1,0,0,0,1,0,0,0,3,3,ikigai
1899,0,0,0,0,2,0,0,1,0,2,2,ikigai
1900,0,2,0,0,3,0,1,4,0,6,6,ikigai
1901,0,4,1,0,3,1,1,2,0,10,10,ikigai
1902,0,0,0,1,2,1,0,2,2,4,2,ikigai
1903,0,2,0,0,1,1,1,1,2,3,1,ikigai
1904,0,3,1,1,2,2,0,10,1,11,10,ikigai
1905,0,1,0,1,1,0,0,0,2,1,-1,ikigai
1906,0,1,0,1,1,0,0,2,1,4,3,ikigai
1907,0,1,0,1,2,1,0,3,1,5,4,ikigai
1908,0,0,0,0,2,0,0,4,0,9,9,ikigai
1909,0,2,0,0,3,0,0,3,2,7,5,ikigai
1910,0,1,0,0,2,0,0,4,0,6,6,ikigai
1911,0,1,0,1,2,0,0,2,0,3,3,ikigai
1912,0,1,0,0,1,0,0,2,1,7,6,ikigai
1913,0,2,0,0,1,0,0,2,1,1,0,ikigai
1914,1,2,1,0,1,0,0,2,3,3,0,ikigai
1915,1,2,0,0,2,1,1,2,2,7,5,ikigai
1916,0,2,0,0,4,1,2,7,7,5,-2,ikigai
1917,0,1,0,0,1,1,1,1,0,2,2,ikigai
1918,0,1,0,0,0,0,0,2,0,2,2,ikigai
1919,0,0,0,0,0,0,0,1,0,2,2,ikigai
1920,1,1,1,0,1,0,0,3,3,7,4,ikigai
1921,0,2,0,0,3,0,0,2,0,4,4,ikigai
1922,0,3,0,1,1,1,0,5,1,4,3,ikigai
1923,0,1,0,1,1,0,1,1,0,3,3,ikigai
1924,1,0,0,0,0,0,0,2,1,3,2,ikigai
1925,1,0,0,1,1,1,1,1,1,1,0,ikigai
1926,1,1,1,1,0,1,0,1,2,0,-2,ikigai
1927,1,2,1,0,0,0,1,2,1,3,2,ikigai
1928,1,3,0,0,3,1,1,3,1,8,7,ikigai
1929,0,3,0,0,2,1,2,5,0,6,6,ikigai
1930,1,4,0,0,4,0,1,4,1,8,7,ikigai
1931,1,2,0,0,2,1,1,1,1,6,5,ikigai
1932,0,3,0,0,2,0,2,2,0,4,4,ikigai
1933,0,0,0,0,1,0,0,1,0,1,1,ikigai
1934,0,2,0,0,2,1,2,2,0,3,3,ikigai
1935,0,3,0,0,0,0,0,0,0,1,1,ikigai
1936,1,1,0,0,0,0,0,1,1,1,0,ikigai
1937,0,2,0,0,2,0,1,1,0,4,4,ikigai
1938,0,2,0,0,1,0,0,1,0,3,3,ikigai
1939,0,0,0,0,1,1,1,3,1,4,3,ikigai
1940,0,2,0,0,2,0,2,2,0,4,4,ikigai
1941,0,1,0,0,1,0,0,2,0,5,5,ikigai
1942,0,0,0,0,0,0,0,0,0,1,1,ikigai
1943,0,1,0,0,1,0,1,1,0,1,1,ikigai
1944,0,0,0,0,0,0,0,0,0,1,1,ikigai
1945,0,3,0,0,1,0,0,1,0,3,3,ikigai
1946,0,1,0,0,1,0,1,1,1,1,0,ikigai
1947,0,2,0,2,3,1,2,2,1,4,3,ikigai
1948,0,0,0,0,1,0,0,2,0,1,1,ikigai
1949,0,0,0,1,0,0,0,1,0,3,3,ikigai
1950,0,0,0,0,2,0,0,2,0,4,4,ikigai
1951,1,3,1,1,2,2,1,2,1,2,1,ikigai
1952,0,1,0,0,1,0,1,3,0,3,3,ikigai
1953,0,2,1,0,2,2,2,2,0,4,4,ikigai
1954,0,0,0,0,0,0,0,0,0,0,0,ikigai
1955,0,2,0,0,1,0,0,1,1,3,2,ikigai
1956,0,0,0,0,0,0,0,1,0,1,1,ikigai
1957,0,1,0,0,0,0,0,0,0,1,1,ikigai
1958,0,1,0,0,0,0,0,1,0,1,1,ikigai
1959,0,2,0,0,2,1,1,2,1,2,1,ikigai
1960,0,0,0,0,0,0,0,1,0,0,0,ikigai
1961,0,1,1,0,2,0,0,2,1,2,1,ikigai
1962,0,1,0,0,1,0,0,3,0,4,4,ikigai
1963,0,2,0,0,2,0,1,2,0,2,2,ikigai
1964,0,0,0,1,1,0,0,1,0,3,3,ikigai
1965,0,1,0,0,0,0,0,0,0,0,0,ikigai
1966,0,0,0,0,1,0,0,1,0,1,1,ikigai
1967,0,1,0,0,1,0,1,1,0,2,2,ikigai
1968,0,0,0,0,0,0,0,0,0,0,0,ikigai
1969,0,0,0,0,2,0,0,1,0,2,2,ikigai
1970,0,1,0,0,0,0,0,1,0,1,1,ikigai
1971,0,1,0,0,1,0,1,2,0,3,3,ikigai
1972,2,2,2,1,1,0,0,1,2,1,-1,ikigai
1973,0,1,0,0,2,1,0,2,1,3,2,ikigai
1974,0,0,0,1,2,0,0,2,1,2,1,ikigai
1975,0,1,0,0,1,0,0,1,0,4,4,ikigai
1976,0,0,0,0,0,0,0,0,1,2,1,ikigai
1977,0,0,0,0,0,0,0,0,0,0,0,ikigai
1978,0,1,0,1,1,0,1,0,1,1,0,ikigai
1979,0,4,0,0,3,1,3,2,0,5,5,ikigai
1980,0,2,0,0,2,1,1,2,0,4,4,ikigai
1981,0,0,0,0,0,0,0,0,0,0,0,ikigai
1982,0,0,0,0,0,0,0,3,0,4,4,ikigai
1983,0,0,0,0,0,0,0,0,0,0,0,ikigai
1984,0,1,0,0,1,1,1,1,0,1,1,ikigai
1985,0,1,0,0,0,0,0,1,1,3,2,ikigai
1986,0,0,0,0,0,0,0,0,0,1,1,ikigai
1987,0,3,0,0,2,0,1,2,0,3,3,ikigai
1988,0,0,0,0,1,0,0,1,0,1,1,ikigai
1989,0,1,0,0,2,0,1,4,0,4,4,ikigai
1990,0,0,0,0,0,0,0,1,0,2,2,ikigai
1991,0,0,0,0,0,0,0,1,0,1,1,ikigai
1992,0,3,0,0,3,0,3,1,0,3,3,ikigai
1993,0,1,0,0,1,0,1,1,0,2,2,ikigai
1994,0,0,0,0,0,0,0,0,0,0,0,ikigai
1995,0,0,0,0,0,0,0,0,0,0,0,ikigai
1996,0,0,0,0,0,0,0,0,0,0,0,ikigai
1997,0,1,0,0,1,0,0,2,0,3,3,ikigai
1998,0,1,0,0,2,0,2,2,1,3,2,ikigai
1999,1,3,1,2,0,1,0,1,3,2,-1,ikigai
2000,0,0,0,0,0,0,0,0,0,1,1,ikigai
2001,0,1,0,0,1,0,1,1,0,1,1,ikigai
2002,0,0,0,1,0,0,0,0,1,0,-1,ikigai
2003,0,0,0,0,1,0,0,2,0,5,5,ikigai
2004,0,1,0,0,1,1,1,2,0,4,4,ikigai
2005,0,2,0,0,2,0,1,2,0,3,3,ikigai
2006,0,2,0,0,2,0,1,2,0,2,2,ikigai
2007,0,1,0,0,2,0,1,1,0,2,2,ikigai
2008,0,1,0,0,1,0,1,1,0,1,1,ikigai
2009,0,2,0,1,2,0,2,1,1,3,2,ikigai
2010,0,0,0,0,0,0,0,1,0,0,0,ikigai
2011,0,0,0,0,0,0,0,1,0,1,1,ikigai
2012,0,1,0,0,1,0,0,2,0,2,2,ikigai
2013,0,0,0,0,0,0,0,0,0,2,2,ikigai
2014,0,0,0,0,0,0,0,0,0,0,0,ikigai
2015,0,0,0,0,0,0,0,0,0,1,1,ikigai
2016,0,0,0,0,0,0,0,1,0,1,1,ikigai
2017,0,0,0,0,0,0,0,0,0,1,1,ikigai
2018,0,0,0,0,0,0,0,0,0,0,0,ikigai
2019,0,3,0,0,2,0,0,4,0,5,5,ikigai
2020,0,1,0,0,2,0,2,2,1,4,3,ikigai
2021,0,1,0,0,0,0,0,0,0,5,5,ikigai
2022,0,1,0,0,1,0,1,1,0,2,2,ikigai
2023,0,1,0,0,2,0,0,2,0,4,4,ikigai
2024,0,3,0,0,3,0,0,3,0,5,5,ikigai
2025,0,0,0,0,0,0,0,0,0,1,1,ikigai
2026,0,0,0,0,1,0,0,1,0,2,2,ikigai
2027,0,2,2,1,3,2,1,2,1,8,7,ikigai
2028,0,0,0,0,1,0,0,0,0,1,1,ikigai
2029,0,1,0,0,0,0,0,0,0,0,0,ikigai
2030,0,2,0,0,2,0,1,3,0,3,3,ikigai
2031,0,1,0,0,0,0,0,0,0,0,0,ikigai
2032,0,1,0,0,1,1,1,1,0,1,1,ikigai
2033,0,0,0,0,1,0,0,0,0,3,3,ikigai
2034,0,1,0,0,1,0,0,2,0,2,2,ikigai
2035,1,3,0,0,3,0,2,2,1,4,3,ikigai
2036,0,0,0,0,0,0,0,0,0,1,1,ikigai
2037,0,3,0,0,4,0,2,2,0,4,4,ikigai
2038,0,0,0,0,1,0,0,0,0,1,1,ikigai
2039,0,1,0,0,1,0,0,1,0,1,1,ikigai
2040,0,0,0,0,0,0,0,0,0,0,0,ikigai
2041,0,0,0,0,0,0,0,0,0,1,1,ikigai
2042,1,2,0,0,2,0,2,2,0,2,2,ikigai
2043,0,0,0,0,1,0,0,1,0,1,1,ikigai
2044,0,0,0,0,1,0,0,1,0,1,1,ikigai
2045,0,1,0,0,1,0,1,1,0,1,1,ikigai
2046,0,0,0,0,0,0,0,0,0,1,1,ikigai
2047,0,3,0,2,2,0,1,2,1,3,2,ikigai
2048,0,0,0,0,1,0,0,1,0,3,3,ikigai
2049,1,0,0,0,0,0,0,0,1,1,0,ikigai
2050,0,0,0,0,0,0,0,0,0,1,1,ikigai
2051,0,0,0,0,0,0,0,0,0,0,0,ikigai
2052,0,2,0,0,2,0,2,2,0,3,3,ikigai
2053,0,0,0,0,1,0,0,1,1,2,1,ikigai
2054,0,0,0,0,0,0,0,0,0,0,0,ikigai
2055,0,2,0,0,2,0,1,2,0,4,4,ikigai
2056,1,1,0,0,1,0,0,1,1,3,2,ikigai
2057,0,0,0,0,0,0,0,0,0,0,0,ikigai
2058,0,0,0,0,1,0,0,0,0,1,1,ikigai
2059,0,0,0,0,0,0,0,0,0,1,1,ikigai
2060,0,1,0,0,1,0,0,0,0,1,1,ikigai
2061,0,2,0,0,2,1,2,1,0,2,2,ikigai
2062,0,2,0,0,2,0,0,4,0,6,6,ikigai
2063,0,0,0,1,0,0,0,1,1,3,2,ikigai
2064,0,1,0,0,1,0,1,2,0,4,4,ikigai
2065,0,0,0,0,0,0,0,0,0,0,0,ikigai
2066,0,1,0,0,1,0,1,1,1,1,0,ikigai
2067,0,2,1,0,1,0,1,1,1,2,1,ikigai
2068,0,0,0,0,0,0,0,0,0,0,0,ikigai
2069,1,2,1,0,1,1,1,1,1,1,0,ikigai
2070,0,1,0,0,2,0,1,1,0,3,3,ikigai
2071,0,1,1,1,1,2,1,1,1,1,0,ikigai
2072,0,0,0,0,0,0,0,0,0,0,0,ikigai
2073,0,2,0,1,2,1,0,1,1,6,5,ikigai
2074,0,2,0,0,3,1,2,2,0,3,3,ikigai
2075,0,0,0,0,0,0,0,0,0,0,0,ikigai
2076,0,1,0,0,1,0,1,1,0,2,2,ikigai
2077,0,0,0,0,1,0,0,0,0,1,1,ikigai
2078,0,0,0,0,0,0,0,1,0,2,2,ikigai
2079,0,2,0,0,3,1,2,1,0,4,4,ikigai
2080,0,1,0,0,1,0,0,1,0,1,1,ikigai
2081,0,0,0,0,0,0,0,0,0,0,0,ikigai
2082,0,1,0,0,0,0,0,0,0,1,1,ikigai
2083,0,0,0,0,0,0,0,0,0,1,1,ikigai
2084,0,0,0,0,0,0,0,0,0,0,0,ikigai
2085,0,2,0,0,2,0,1,1,0,2,2,ikigai
2086,1,0,1,0,0,0,0,1,1,2,1,ikigai
2087,0,0,0,0,0,0,0,1,0,3,3,ikigai
2088,0,1,0,0,1,0,0,1,0,2,2,ikigai
2089,0,0,0,0,0,0,0,0,0,0,0,ikigai
2090,0,0,0,0,2,0,1,1,0,2,2,ikigai
2091,0,1,0,0,1,1,1,1,0,1,1,ikigai
2092,0,0,0,0,0,0,0,0,0,0,0,ikigai
2093,0,0,0,0,1,0,0,1,0,2,2,ikigai
2094,0,1,0,0,0,0,0,2,0,2,2,ikigai
2095,0,1,0,0,1,0,0,0,0,2,2,ikigai
2096,0,0,0,0,0,0,0,0,1,0,-1,ikigai
2097,0,0,0,0,0,0,0,1,0,1,1,ikigai
2098,0,0,0,0,0,0,0,1,0,2,2,ikigai
2099,0,2,0,0,3,0,2,3,0,4,4,ikigai
2100,0,1,0,0,1,0,0,0,0,1,1,ikigai
2101,0,1,0,1,1,0,1,2,0,1,1,ikigai
2102,0,1,0,0,3,0,1,1,0,3,3,ikigai
2103,0,2,0,0,1,0,0,2,0,3,3,ikigai
2104,0,0,0,0,1,0,0,2,0,4,4,ikigai
2105,0,1,0,0,1,0,1,1,0,1,1,ikigai
2106,0,0,0,0,1,0,0,2,0,2,2,ikigai
2107,0,0,0,0,0,0,0,0,0,0,0,ikigai
2108,0,0,0,0,0,0,0,0,0,1,1,ikigai
2109,0,0,0,0,0,0,0,0,0,0,0,ikigai
2110,0,1,0,0,1,0,1,1,0,1,1,ikigai
2111,1,2,0,0,2,0,2,3,0,4,4,ikigai
2112,0,0,0,0,1,0,0,1,0,1,1,ikigai
2113,1,3,1,0,1,1,1,2,1,2,1,ikigai
2114,0,2,0,0,2,1,2,2,0,2,2,ikigai
2115,0,0,0,0,1,0,0,0,0,1,1,ikigai
2116,0,0,0,0,2,0,0,2,0,2,2,ikigai
2117,0,0,0,0,2,0,0,1,0,3,3,ikigai
2118,0,0,0,0,0,0,0,0,0,0,0,ikigai
2119,0,0,0,0,0,0,0,0,0,1,1,ikigai
2120,0,0,0,0,0,0,0,0,0,0,0,ikigai
2121,0,1,0,0,1,0,0,1,0,1,1,ikigai
2122,0,1,0,0,1,1,1,1,0,1,1,ikigai
2123,0,0,0,0,0,0,0,0,0,1,1,ikigai
2124,0,0,0,1,0,0,0,0,0,1,1,ikigai
2125,0,0,0,0,0,0,0,0,0,0,0,ikigai
2126,0,1,0,0,1,0,1,1,0,1,1,ikigai
2127,0,1,0,0,0,0,0,0,1,1,0,ikigai
2128,0,0,0,0,0,0,0,0,0,0,0,ikigai
2129,0,0,0,0,0,0,0,0,0,0,0,ikigai
2130,0,0,0,0,0,0,0,0,0,0,0,ikigai
2131,0,0,0,0,0,0,0,0,0,2,2,ikigai
2132,0,0,0,0,1,0,0,1,1,3,2,ikigai
2133,0,1,0,0,1,0,1,1,0,1,1,ikigai
2134,0,0,0,0,1,0,0,0,0,1,1,ikigai
2135,0,1,0,0,1,0,1,1,0,1,1,ikigai
2136,0,1,0,0,1,0,0,1,0,1,1,ikigai
2137,0,0,0,0,0,0,0,0,1,0,-1,ikigai
2138,0,0,0,0,0,0,0,0,0,0,0,ikigai
2139,0,0,0,0,1,0,0,1,0,1,1,ikigai
2140,0,0,0,0,0,0,0,0,1,1,0,ikigai
2141,0,0,0,0,0,1,0,1,1,2,1,ikigai
2142,0,1,0,0,1,0,1,2,0,3,3,ikigai
2143,0,1,0,0,1,0,0,2,0,2,2,ikigai
2144,0,0,0,0,0,0,0,0,0,0,0,ikigai
2145,0,1,0,0,1,0,1,1,0,1,1,ikigai
2146,0,0,0,0,0,0,0,0,0,0,0,ikigai
2147,0,1,0,0,1,0,1,2,0,3,3,ikigai
2148,0,1,0,0,1,0,1,1,0,1,1,ikigai
2149,1,0,1,1,1,1,0,0,1,3,2,ikigai
2150,0,2,0,0,1,0,1,1,0,2,2,ikigai
2151,1,1,1,1,3,2,1,3,2,10,8,ikigai
2152,0,0,0,0,0,1,0,0,1,0,-1,ikigai
2153,2,2,1,2,2,1,2,4,1,5,4,ikigai
2154,0,0,0,0,0,0,0,0,0,0,0,ikigai
2155,0,0,0,0,0,0,0,0,0,2,2,ikigai
2156,0,0,0,0,1,0,0,0,0,1,1,ikigai
2157,0,0,0,0,0,1,0,0,0,2,2,ikigai
2158,0,0,0,0,3,0,0,2,0,3,3,ikigai
2159,0,0,0,0,0,0,0,0,0,0,0,ikigai
2160,0,0,0,0,0,0,0,0,0,1,1,ikigai
2161,1,0,1,0,0,0,0,1,1,1,0,ikigai
2162,0,0,0,0,2,0,0,1,0,3,3,ikigai
2163,0,1,0,1,2,0,1,1,0,2,2,ikigai
2164,0,2,0,0,1,0,0,1,0,2,2,ikigai
2165,0,1,0,0,1,0,0,1,0,1,1,ikigai
2166,0,0,0,0,0,0,0,0,0,1,1,ikigai
2167,0,0,0,0,0,0,0,0,0,1,1,ikigai
2168,0,0,0,0,1,0,0,0,0,1,1,ikigai
2169,0,0,0,0,0,0,0,0,0,1,1,ikigai
2170,0,1,0,0,1,0,1,3,0,4,4,ikigai
2171,0,0,0,0,0,0,0,0,0,2,2,ikigai
2172,0,0,0,0,0,0,0,0,0,0,0,ikigai
2173,0,0,0,0,0,0,0,0,1,0,-1,ikigai
2174,0,2,0,0,1,0,0,1,0,2,2,ikigai
2175,0,0,0,0,0,0,0,0,0,0,0,ikigai
2176,0,1,0,0,1,0,0,1,0,1,1,ikigai
2177,0,0,0,0,0,0,0,1,0,0,0,ikigai
2178,0,0,0,0,0,0,0,0,0,0,0,ikigai
2179,0,1,0,0,1,0,0,1,0,2,2,ikigai
2180,0,0,0,0,0,1,0,1,1,1,0,ikigai
2181,0,0,0,0,0,0,0,0,0,1,1,ikigai
2182,0,1,0,0,1,0,1,2,0,2,2,ikigai
2183,0,0,0,0,0,0,0,0,0,0,0,ikigai
2184,0,0,0,0,0,0,0,0,0,0,0,ikigai
2185,0,1,0,0,2,0,0,2,0,2,2,ikigai
2186,1,3,1,1,2,1,1,2,1,2,1,ikigai
2187,0,0,0,0,0,0,0,0,0,0,0,ikigai
2188,0,2,0,0,1,0,1,0,1,1,0,ikigai
2189,0,3,0,0,4,0,2,3,0,5,5,ikigai
2190,0,1,0,0,1,0,1,0,0,1,1,ikigai
2191,0,0,0,0,0,0,0,0,0,1,1,ikigai
2192,0,1,0,0,1,0,0,1,0,1,1,ikigai
2193,1,0,1,1,0,0,0,0,1,0,-1,ikigai
2194,0,1,0,0,1,0,0,1,0,1,1,ikigai
2195,0,0,0,0,1,0,1,1,0,1,1,ikigai
2196,0,1,0,0,0,0,0,0,0,0,0,ikigai
2197,0,0,0,0,0,0,0,0,0,0,0,ikigai
2198,0,1,0,0,1,1,1,1,1,2,1,ikigai
2199,0,0,0,0,1,0,0,1,0,1,1,ikigai
2200,0,0,0,0,0,0,0,0,0,0,0,ikigai
2201,0,1,0,0,1,0,1,1,0,1,1,ikigai
2202,0,0,0,0,0,0,0,0,0,1,1,ikigai
2203,0,0,0,0,0,0,0,0,1,0,-1,ikigai
2204,0,0,0,0,0,0,0,0,0,0,0,ikigai
2205,0,0,0,0,0,0,0,0,0,1,1,ikigai
2206,0,0,0,0,0,0,0,0,0,0,0,ikigai
2207,0,2,0,0,1,0,1,2,0,1,1,ikigai
2208,0,1,0,0,0,0,0,0,0,2,2,ikigai
2209,0,0,0,0,0,0,0,0,0,0,0,ikigai
2210,0,0,0,0,1,0,0,1,0,1,1,ikigai
2211,0,0,0,0,0,0,0,0,0,0,0,ikigai
2212,0,0,0,0,0,0,0,1,0,1,1,ikigai
2213,0,0,0,0,0,0,0,0,0,0,0,ikigai
2214,0,1,0,0,1,0,1,1,0,2,2,ikigai
2215,0,1,0,0,1,0,1,1,0,1,1,ikigai
2216,0,0,0,0,0,0,0,0,0,1,1,ikigai
2217,0,0,0,0,0,0,0,0,0,0,0,ikigai
2218,0,0,0,0,0,0,0,0,0,0,0,ikigai
2219,0,0,0,0,0,0,0,1,0,2,2,ikigai
2220,0,0,0,0,0,0,0,0,0,0,0,ikigai
2221,0,0,0,0,0,0,0,0,0,0,0,ikigai
2222,0,0,0,0,0,0,0,0,0,1,1,ikigai
2223,0,0,0,0,0,0,0,0,0,0,0,ikigai
2224,0,0,0,0,0,0,0,0,0,0,0,ikigai
2225,0,1,0,0,1,0,0,1,0,1,1,ikigai
2226,0,0,0,0,0,0,0,0,0,1,1,ikigai
2227,0,0,0,0,1,0,0,1,0,1,1,ikigai
2228,0,0,0,0,0,0,0,0,0,0,0,ikigai
2229,1,2,1,0,1,1,1,1,1,1,0,ikigai
2230,0,0,0,0,0,0,0,0,0,0,0,ikigai
2231,0,0,0,0,0,0,0,0,0,0,0,ikigai
2232,0,0,0,0,0,0,0,0,0,1,1,ikigai
2233,0,1,0,0,1,1,1,1,0,1,1,ikigai
2234,0,0,0,0,0,0,0,0,0,0,0,ikigai
2235,0,0,0,0,0,0,0,0,0,0,0,ikigai
2236,0,0,0,0,0,0,0,0,0,0,0,ikigai
2237,0,0,0,0,0,0,0,0,0,0,0,ikigai
2238,1,1,1,0,1,0,1,1,1,1,0,ikigai
2239,0,1,0,0,1,0,1,1,0,1,1,ikigai
2240,0,1,0,0,1,0,1,1,0,2,2,ikigai
2241,0,0,0,0,0,0,0,0,0,0,0,ikigai
2242,0,0,0,0,0,0,0,0,0,0,0,ikigai
2243,0,0,0,0,1,0,0,0,0,1,1,ikigai
2244,0,1,0,0,1,0,0,1,0,1,1,ikigai
2245,0,1,0,0,1,0,1,1,0,1,1,ikigai
2246,0,1,0,0,1,2,1,1,2,3,1,ikigai
2247,3,6,3,3,5,4,3,9,8,13,5,ikigai
2248,1,3,0,1,2,1,1,2,2,4,2,ikigai
2249,0,2,0,1,3,0,1,2,1,7,6,ikigai
2250,1,4,1,0,1,0,0,2,1,1,0,ikigai
2251,0,0,1,1,0,1,0,0,1,0,-1,ikigai
2252,0,1,0,0,1,0,1,2,0,5,5,ikigai
2253,1,1,0,0,0,1,0,2,1,4,3,ikigai
2254,1,0,1,1,1,1,0,2,0,2,2,ikigai
2255,0,7,0,4,5,2,3,8,6,16,10,ikigai
2256,0,0,0,0,0,0,0,0,0,0,0,ikigai
2257,0,4,0,0,4,2,2,5,1,7,6,ikigai
2258,0,0,0,0,0,0,0,0,0,0,0,ikigai
2259,1,3,2,1,2,1,2,4,2,5,3,ikigai
2260,0,0,0,0,0,0,0,1,0,3,3,ikigai
2261,0,8,1,0,6,2,0,7,3,16,13,ikigai
2262,0,1,0,0,1,0,1,1,0,2,2,ikigai
2263,0,0,0,0,0,0,0,0,0,1,1,ikigai
2264,1,1,1,1,0,1,0,2,1,0,-1,ikigai
2265,0,4,0,0,3,0,1,3,0,5,5,ikigai
2266,0,0,0,0,2,0,1,1,0,2,2,ikigai
2267,0,2,1,3,0,1,1,0,2,1,-1,ikigai
2268,0,1,0,1,1,1,1,3,2,4,2,ikigai
2269,0,0,0,1,0,1,0,0,1,0,-1,ikigai
2270,2,0,1,1,1,1,0,3,3,6,3,ikigai
2271,0,0,0,0,0,0,0,0,0,0,0,ikigai
2272,0,2,0,0,1,0,1,1,1,1,0,ikigai
2273,0,1,0,0,3,0,2,2,0,5,5,ikigai
2274,1,1,0,1,1,1,1,2,2,2,0,ikigai
2275,0,3,0,0,3,0,2,3,0,5,5,ikigai
2276,0,0,0,0,0,0,0,0,0,0,0,ikigai
2277,0,0,0,1,0,1,0,0,1,0,-1,ikigai
2278,0,0,1,0,1,1,0,1,0,6,6,ikigai
2279,0,1,0,0,2,0,1,1,0,4,4,ikigai
2280,0,2,0,0,0,0,0,2,0,2,2,ikigai
2281,0,0,0,1,0,1,0,0,1,0,-1,ikigai
2282,0,0,0,0,0,0,0,0,0,0,0,ikigai
2283,0,1,0,0,0,0,0,0,0,0,0,ikigai
2284,0,0,0,0,0,0,0,1,0,2,2,ikigai
2285,0,1,0,0,1,0,1,2,0,2,2,ikigai
2286,0,0,0,0,0,0,0,0,0,0,0,ikigai
2287,0,0,0,0,0,0,0,1,0,1,1,ikigai
2288,0,0,0,0,0,0,0,0,0,0,0,ikigai
2289,0,1,0,0,1,0,1,1,0,1,1,ikigai
2290,0,0,0,0,0,0,0,0,0,0,0,ikigai
2291,0,0,0,0,0,0,0,0,0,1,1,ikigai
2292,0,0,0,1,0,1,0,0,1,0,-1,ikigai
2293,0,0,0,0,0,0,0,0,0,1,1,ikigai
2294,0,1,0,0,2,0,2,3,0,4,4,ikigai
2295,0,2,0,0,1,0,1,2,0,2,2,ikigai
2296,0,0,0,0,0,0,0,0,0,0,0,ikigai
2297,0,0,0,0,0,0,0,0,0,0,0,ikigai
2298,0,1,0,0,1,0,1,1,0,1,1,ikigai
2299,0,0,0,1,0,1,0,0,1,0,-1,ikigai
2300,0,0,0,0,1,0,0,0,0,1,1,ikigai
2301,0,1,0,1,0,1,0,0,1,0,-1,ikigai
2302,0,1,0,2,2,0,0,0,0,4,4,ikigai
2303,0,0,0,0,0,0,0,0,0,0,0,ikigai
2304,0,0,0,1,0,0,0,0,1,0,-1,ikigai
2305,0,1,0,0,1,0,1,1,1,1,0,ikigai
2306,0,0,0,0,0,0,0,0,0,1,1,ikigai
2307,0,0,1,1,0,1,1,0,1,0,-1,ikigai
2308,0,0,0,0,2,0,0,1,0,2,2,ikigai
2309,1,1,1,0,1,1,1,1,1,3,2,ikigai
2310,0,1,0,0,1,0,0,0,0,1,1,ikigai
2311,0,0,0,0,0,0,0,0,0,0,0,ikigai
2312,0,0,0,0,0,1,0,0,2,0,-2,ikigai
2313,0,2,0,0,1,0,0,1,0,1,1,ikigai
2314,0,1,0,0,1,0,1,1,0,1,1,ikigai
2315,0,0,0,0,0,0,0,0,0,0,0,ikigai
2316,0,1,0,0,1,0,1,1,0,1,1,ikigai
2317,0,0,0,0,1,0,0,1,0,1,1,ikigai
2318,0,1,0,0,1,0,0,1,0,2,2,ikigai
2319,0,1,0,0,1,0,1,1,0,1,1,ikigai
2320,0,0,0,0,0,0,0,0,0,0,0,ikigai
2321,0,0,0,0,0,0,0,0,0,1,1,ikigai
2322,1,0,1,0,0,1,0,0,1,0,-1,ikigai
2323,0,0,0,0,0,0,0,0,0,0,0,ikigai
2324,0,0,0,0,0,0,0,1,0,1,1,ikigai
2325,0,0,1,1,1,0,0,1,0,2,2,ikigai
2326,0,0,0,0,0,0,0,0,0,0,0,ikigai
2327,0,0,0,0,0,0,0,0,0,0,0,ikigai
2328,0,0,0,0,0,0,1,0,0,1,1,ikigai
2329,0,1,0,0,1,0,1,1,0,3,3,ikigai
2330,0,1,0,0,1,0,0,3,0,4,4,ikigai
2331,0,0,0,0,1,0,0,1,0,1,1,ikigai
2332,3,5,3,1,4,3,2,11,4,14,10,ikigai
2333,0,0,1,0,0,1,0,1,0,5,5,ikigai
2334,0,0,0,0,0,0,0,0,0,0,0,ikigai
2335,0,2,0,0,3,0,1,4,0,10,10,ikigai
2336,0,1,0,0,1,0,0,0,0,1,1,ikigai
2337,0,1,1,1,2,1,1,2,1,2,1,ikigai
2338,1,0,0,1,0,0,0,0,3,1,-2,ikigai
2339,0,1,0,1,0,0,0,0,1,0,-1,ikigai
2340,0,1,0,0,3,0,1,3,0,3,3,ikigai
2341,0,2,0,0,3,1,1,2,1,5,4,ikigai
2342,0,0,0,0,0,0,0,0,0,2,2,ikigai
2343,0,4,0,2,7,2,2,9,2,16,14,ikigai
2344,0,0,0,0,0,0,0,1,0,2,2,ikigai
2345,0,0,0,0,0,0,0,0,0,0,0,ikigai
2346,1,1,1,0,1,0,0,1,1,2,1,ikigai
2347,0,2,0,0,2,1,2,5,0,6,6,ikigai
2348,0,0,0,0,0,0,0,0,0,0,0,ikigai
2349,0,3,0,1,5,0,1,3,1,6,5,ikigai
